"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"687",7-04-20,"Celta","Sociedad",3,1,"H"
"688",7-04-20,"Getafe","Ath Bilbao",1,0,"H"
"689",7-04-20,"Levante","Huesca",2,2,"D"
"690",7-04-20,"Valladolid","Sevilla",0,2,"A"
"691",13-04-20,"Ath Madrid","Celta",2,0,"H"
"692",13-04-20,"Espanol","Alaves",2,1,"H"
"693",13-04-20,"Huesca","Barcelona",0,0,"D"
"694",13-04-20,"Sevilla","Betis",3,2,"H"
"695",14-04-20,"Ath Bilbao","Vallecano",3,2,"H"
"696",14-04-20,"Girona","Villarreal",0,1,"A"
"697",14-04-20,"Sociedad","Eibar",1,1,"D"
"698",14-04-20,"Valencia","Levante",3,1,"H"
"699",14-04-20,"Valladolid","Getafe",2,2,"D"
"700",15-04-20,"Leganes","Real Madrid",1,1,"D"
"701",19-04-20,"Alaves","Valladolid",2,2,"D"
"702",20-04-20,"Barcelona","Sociedad",2,1,"H"
"703",20-04-20,"Celta","Girona",2,1,"H"
"704",20-04-20,"Eibar","Ath Madrid",0,1,"A"
"705",20-04-20,"Vallecano","Huesca",0,0,"D"
"706",21-04-20,"Betis","Valencia",1,2,"A"
"707",21-04-20,"Getafe","Sevilla",3,0,"H"
"708",21-04-20,"Levante","Espanol",2,2,"D"
"709",21-04-20,"Real Madrid","Ath Bilbao",3,0,"H"
"710",21-04-20,"Villarreal","Leganes",2,1,"H"
"711",23-04-20,"Alaves","Barcelona",0,2,"A"
"712",23-04-20,"Huesca","Eibar",2,0,"H"
"713",23-04-20,"Valladolid","Girona",1,0,"H"
"714",24-04-20,"Ath Madrid","Valencia",3,2,"H"
"715",24-04-20,"Espanol","Celta",1,1,"D"
"716",24-04-20,"Leganes","Ath Bilbao",0,1,"A"
"717",24-04-20,"Levante","Betis",4,0,"H"
"718",25-04-20,"Getafe","Real Madrid",0,0,"D"
"719",25-04-20,"Sevilla","Vallecano",5,0,"H"
"720",25-04-20,"Sociedad","Villarreal",0,1,"A"
"721",27-04-20,"Ath Bilbao","Alaves",1,1,"D"
"722",27-04-20,"Ath Madrid","Valladolid",1,0,"H"
"723",27-04-20,"Barcelona","Levante",1,0,"H"
"724",27-04-20,"Leganes","Celta",0,0,"D"
"725",28-04-20,"Girona","Sevilla",1,0,"H"
"726",28-04-20,"Sociedad","Getafe",2,1,"H"
"727",28-04-20,"Valencia","Eibar",0,1,"A"
"728",28-04-20,"Vallecano","Real Madrid",1,0,"H"
"729",28-04-20,"Villarreal","Huesca",1,1,"D"
"730",29-04-20,"Betis","Espanol",1,1,"D"
"731",3-05-20,"Sevilla","Leganes",0,3,"A"
"732",4-05-20,"Alaves","Sociedad",0,1,"A"
"733",4-05-20,"Celta","Barcelona",2,0,"H"
"734",4-05-20,"Espanol","Ath Madrid",3,0,"H"
"735",4-05-20,"Levante","Vallecano",4,1,"H"
"736",5-05-20,"Eibar","Betis",1,0,"H"
"737",5-05-20,"Getafe","Girona",2,0,"H"
"738",5-05-20,"Huesca","Valencia",2,6,"A"
"739",5-05-20,"Real Madrid","Villarreal",3,2,"H"
"740",5-05-20,"Valladolid","Ath Bilbao",1,0,"H"
"741",12-05-20,"Ath Bilbao","Celta",3,1,"H"
"742",12-05-20,"Ath Madrid","Sevilla",1,1,"D"
"743",12-05-20,"Barcelona","Getafe",2,0,"H"
"744",12-05-20,"Betis","Huesca",2,1,"H"
"745",12-05-20,"Girona","Levante",1,2,"A"
"746",12-05-20,"Leganes","Espanol",0,2,"A"
"747",12-05-20,"Sociedad","Real Madrid",3,1,"H"
"748",12-05-20,"Valencia","Alaves",3,1,"H"
"749",12-05-20,"Vallecano","Valladolid",1,2,"A"
"750",12-05-20,"Villarreal","Eibar",1,0,"H"
"751",18-05-20,"Alaves","Girona",2,1,"H"
"752",18-05-20,"Celta","Vallecano",2,2,"D"
"753",18-05-20,"Espanol","Sociedad",2,0,"H"
"754",18-05-20,"Getafe","Villarreal",2,2,"D"
"755",18-05-20,"Huesca","Leganes",2,1,"H"
"756",18-05-20,"Levante","Ath Madrid",2,2,"D"
"757",18-05-20,"Sevilla","Ath Bilbao",2,0,"H"
"758",18-05-20,"Valladolid","Valencia",0,2,"A"
"759",19-05-20,"Eibar","Barcelona",2,2,"D"
"760",19-05-20,"Real Madrid","Betis",0,2,"A"
"761",18-08-17,"Leganes","Alaves",1,0,"H"
"762",18-08-17,"Valencia","Las Palmas",1,0,"H"
"763",19-08-17,"Celta","Sociedad",2,3,"A"
"764",19-08-17,"Girona","Ath Madrid",2,2,"D"
"765",19-08-17,"Sevilla","Espanol",1,1,"D"
"766",20-08-17,"Ath Bilbao","Getafe",0,0,"D"
"767",20-08-17,"Barcelona","Betis",2,0,"H"
"768",20-08-17,"La Coruna","Real Madrid",0,3,"A"
"769",21-08-17,"Levante","Villarreal",1,0,"H"
"770",21-08-17,"Malaga","Eibar",0,1,"A"
"771",25-08-17,"Betis","Celta",2,1,"H"
"772",25-08-17,"Sociedad","Villarreal",3,0,"H"
"773",26-08-17,"Alaves","Barcelona",0,2,"A"
"774",26-08-17,"Girona","Malaga",1,0,"H"
"775",26-08-17,"Las Palmas","Ath Madrid",1,5,"A"
"776",26-08-17,"Levante","La Coruna",2,2,"D"
"777",27-08-17,"Eibar","Ath Bilbao",0,1,"A"
"778",27-08-17,"Espanol","Leganes",0,1,"A"
"779",27-08-17,"Getafe","Sevilla",0,1,"A"
"780",27-08-17,"Real Madrid","Valencia",2,2,"D"
"781",8-09-17,"Leganes","Getafe",1,2,"A"
"782",9-09-17,"Barcelona","Espanol",5,0,"H"
"783",9-09-17,"Real Madrid","Levante",1,1,"D"
"784",9-09-17,"Sevilla","Eibar",3,0,"H"
"785",9-09-17,"Valencia","Ath Madrid",0,0,"D"
"786",10-09-17,"Ath Bilbao","Girona",2,0,"H"
"787",10-09-17,"Celta","Alaves",1,0,"H"
"788",10-09-17,"La Coruna","Sociedad",2,4,"A"
"789",10-09-17,"Villarreal","Betis",3,1,"H"
"790",11-09-17,"Malaga","Las Palmas",1,3,"A"
"791",15-09-17,"Eibar","Leganes",1,0,"H"
"792",16-09-17,"Ath Madrid","Malaga",1,0,"H"
"793",16-09-17,"Betis","La Coruna",2,1,"H"
"794",16-09-17,"Getafe","Barcelona",1,2,"A"
"795",16-09-17,"Levante","Valencia",1,1,"D"
"796",17-09-17,"Alaves","Villarreal",0,3,"A"
"797",17-09-17,"Girona","Sevilla",0,1,"A"
"798",17-09-17,"Las Palmas","Ath Bilbao",1,0,"H"
"799",17-09-17,"Sociedad","Real Madrid",1,3,"A"
"800",18-09-17,"Espanol","Celta",2,1,"H"
"801",19-09-17,"Barcelona","Eibar",6,1,"H"
"802",19-09-17,"Valencia","Malaga",5,0,"H"
"803",20-09-17,"Ath Bilbao","Ath Madrid",1,2,"A"
"804",20-09-17,"La Coruna","Alaves",1,0,"H"
"805",20-09-17,"Leganes","Girona",0,0,"D"
"806",20-09-17,"Real Madrid","Betis",0,1,"A"
"807",20-09-17,"Sevilla","Las Palmas",1,0,"H"
"808",21-09-17,"Celta","Getafe",1,1,"D"
"809",21-09-17,"Levante","Sociedad",3,0,"H"
"810",21-09-17,"Villarreal","Espanol",0,0,"D"
"811",23-09-17,"Alaves","Real Madrid",1,2,"A"
"812",23-09-17,"Ath Madrid","Sevilla",2,0,"H"
"813",23-09-17,"Girona","Barcelona",0,3,"A"
"814",23-09-17,"Malaga","Ath Bilbao",3,3,"D"
"815",24-09-17,"Eibar","Celta",0,4,"A"
"816",24-09-17,"Espanol","La Coruna",4,1,"H"
"817",24-09-17,"Getafe","Villarreal",4,0,"H"
"818",24-09-17,"Las Palmas","Leganes",0,2,"A"
"819",24-09-17,"Sociedad","Valencia",2,3,"A"
"820",25-09-17,"Betis","Levante",4,0,"H"
"821",29-09-17,"Celta","Girona",3,3,"D"
"822",30-09-17,"La Coruna","Getafe",2,1,"H"
"823",30-09-17,"Leganes","Ath Madrid",0,0,"D"
"824",30-09-17,"Levante","Alaves",0,2,"A"
"825",30-09-17,"Sevilla","Malaga",2,0,"H"
"826",1-10-17,"Barcelona","Las Palmas",3,0,"H"
"827",1-10-17,"Real Madrid","Espanol",2,0,"H"
"828",1-10-17,"Sociedad","Betis",4,4,"D"
"829",1-10-17,"Valencia","Ath Bilbao",3,2,"H"
"830",1-10-17,"Villarreal","Eibar",3,0,"H"
"831",13-10-17,"Espanol","Levante",0,0,"D"
"832",14-10-17,"Alaves","Sociedad",0,2,"A"
"833",14-10-17,"Ath Bilbao","Sevilla",1,0,"H"
"834",14-10-17,"Ath Madrid","Barcelona",1,1,"D"
"835",14-10-17,"Getafe","Real Madrid",1,2,"A"
"836",15-10-17,"Betis","Valencia",3,6,"A"
"837",15-10-17,"Eibar","La Coruna",0,0,"D"
"838",15-10-17,"Girona","Villarreal",1,2,"A"
"839",15-10-17,"Malaga","Leganes",0,2,"A"
"840",16-10-17,"Las Palmas","Celta",2,5,"A"
"841",21-10-17,"Barcelona","Malaga",2,0,"H"
"842",21-10-17,"Betis","Alaves",2,0,"H"
"843",21-10-17,"Levante","Getafe",1,1,"D"
"844",21-10-17,"Valencia","Sevilla",4,0,"H"
"845",22-10-17,"Celta","Ath Madrid",0,1,"A"
"846",22-10-17,"Leganes","Ath Bilbao",1,0,"H"
"847",22-10-17,"Real Madrid","Eibar",3,0,"H"
"848",22-10-17,"Villarreal","Las Palmas",4,0,"H"
"849",23-10-17,"La Coruna","Girona",1,2,"A"
"850",23-10-17,"Sociedad","Espanol",1,1,"D"
"851",28-10-17,"Alaves","Valencia",1,2,"A"
"852",28-10-17,"Ath Bilbao","Barcelona",0,2,"A"
"853",28-10-17,"Ath Madrid","Villarreal",1,1,"D"
"854",28-10-17,"Sevilla","Leganes",2,1,"H"
"855",29-10-17,"Eibar","Levante",2,2,"D"
"856",29-10-17,"Getafe","Sociedad",2,1,"H"
"857",29-10-17,"Girona","Real Madrid",2,1,"H"
"858",29-10-17,"Malaga","Celta",2,1,"H"
"859",30-10-17,"Espanol","Betis",1,0,"H"
"860",30-10-17,"Las Palmas","La Coruna",1,3,"A"
"861",3-11-17,"Betis","Getafe",2,2,"D"
"862",4-11-17,"Alaves","Espanol",1,0,"H"
"863",4-11-17,"Barcelona","Sevilla",2,1,"H"
"864",4-11-17,"La Coruna","Ath Madrid",0,1,"A"
"865",4-11-17,"Valencia","Leganes",3,0,"H"
"866",5-11-17,"Celta","Ath Bilbao",3,1,"H"
"867",5-11-17,"Levante","Girona",1,2,"A"
"868",5-11-17,"Real Madrid","Las Palmas",3,0,"H"
"869",5-11-17,"Sociedad","Eibar",3,1,"H"
"870",5-11-17,"Villarreal","Malaga",2,0,"H"
"871",17-11-17,"Girona","Sociedad",1,1,"D"
"872",18-11-17,"Ath Madrid","Real Madrid",0,0,"D"
"873",18-11-17,"Getafe","Alaves",4,1,"H"
"874",18-11-17,"Leganes","Barcelona",0,3,"A"
"875",18-11-17,"Sevilla","Celta",2,1,"H"
"876",19-11-17,"Ath Bilbao","Villarreal",1,1,"D"
"877",19-11-17,"Espanol","Valencia",0,2,"A"
"878",19-11-17,"Las Palmas","Levante",0,2,"A"
"879",19-11-17,"Malaga","La Coruna",3,2,"H"
"880",20-11-17,"Eibar","Betis",5,0,"H"
"881",24-11-17,"Celta","Leganes",1,0,"H"
"882",25-11-17,"Alaves","Eibar",1,2,"A"
"883",25-11-17,"Betis","Girona",2,2,"D"
"884",25-11-17,"Levante","Ath Madrid",0,5,"A"
"885",25-11-17,"Real Madrid","Malaga",3,2,"H"
"886",26-11-17,"La Coruna","Ath Bilbao",2,2,"D"
"887",26-11-17,"Sociedad","Las Palmas",2,2,"D"
"888",26-11-17,"Valencia","Barcelona",1,1,"D"
"889",26-11-17,"Villarreal","Sevilla",2,3,"A"
"890",27-11-17,"Espanol","Getafe",1,0,"H"
"891",1-12-17,"Malaga","Levante",0,0,"D"
"892",2-12-17,"Ath Bilbao","Real Madrid",0,0,"D"
"893",2-12-17,"Ath Madrid","Sociedad",2,1,"H"
"894",2-12-17,"Barcelona","Celta",2,2,"D"
"895",2-12-17,"Sevilla","La Coruna",2,0,"H"
"896",3-12-17,"Eibar","Espanol",3,1,"H"
"897",3-12-17,"Getafe","Valencia",1,0,"H"
"898",3-12-17,"Las Palmas","Betis",1,0,"H"
"899",3-12-17,"Leganes","Villarreal",3,1,"H"
"900",4-12-17,"Girona","Alaves",2,3,"A"
"901",8-12-17,"Alaves","Las Palmas",2,0,"H"
"902",9-12-17,"Getafe","Eibar",0,0,"D"
"903",9-12-17,"La Coruna","Leganes",1,0,"H"
"904",9-12-17,"Real Madrid","Sevilla",5,0,"H"
"905",9-12-17,"Valencia","Celta",2,1,"H"
"906",10-12-17,"Betis","Ath Madrid",0,1,"A"
"907",10-12-17,"Levante","Ath Bilbao",1,2,"A"
"908",10-12-17,"Sociedad","Malaga",0,2,"A"
"909",10-12-17,"Villarreal","Barcelona",0,2,"A"
"910",11-12-17,"Espanol","Girona",0,1,"A"
"911",15-12-17,"Sevilla","Levante",0,0,"D"
"912",16-12-17,"Ath Bilbao","Sociedad",0,0,"D"
"913",16-12-17,"Ath Madrid","Alaves",1,0,"H"
"914",16-12-17,"Eibar","Valencia",2,1,"H"
"915",17-12-17,"Barcelona","La Coruna",4,0,"H"
"916",17-12-17,"Celta","Villarreal",0,1,"A"
"917",17-12-17,"Girona","Getafe",1,0,"H"
"918",17-12-17,"Las Palmas","Espanol",2,2,"D"
"919",18-12-17,"Malaga","Betis",0,2,"A"
"920",19-12-17,"Levante","Leganes",0,0,"D"
"921",20-12-17,"Getafe","Las Palmas",2,0,"H"
"922",20-12-17,"Sociedad","Sevilla",3,1,"H"
"923",21-12-17,"Alaves","Malaga",1,0,"H"
"924",21-12-17,"Eibar","Girona",4,1,"H"
"925",22-12-17,"Betis","Ath Bilbao",0,2,"A"
"926",22-12-17,"Espanol","Ath Madrid",1,0,"H"
"927",23-12-17,"La Coruna","Celta",1,3,"A"
"928",23-12-17,"Real Madrid","Barcelona",0,3,"A"
"929",23-12-17,"Valencia","Villarreal",0,1,"A"
"930",6-01-18,"Ath Madrid","Getafe",2,0,"H"
"931",6-01-18,"Las Palmas","Eibar",1,2,"A"
"932",6-01-18,"Sevilla","Betis",3,5,"A"
"933",6-01-18,"Valencia","Girona",2,1,"H"
"934",7-01-18,"Ath Bilbao","Alaves",2,0,"H"
"935",7-01-18,"Barcelona","Levante",3,0,"H"
"936",7-01-18,"Celta","Real Madrid",2,2,"D"
"937",7-01-18,"Leganes","Sociedad",1,0,"H"
"938",7-01-18,"Villarreal","La Coruna",1,1,"D"
"939",8-01-18,"Malaga","Espanol",0,1,"A"
"940",12-01-18,"Getafe","Malaga",1,0,"H"
"941",13-01-18,"Eibar","Ath Madrid",0,1,"A"
"942",13-01-18,"Girona","Las Palmas",6,0,"H"
"943",13-01-18,"La Coruna","Valencia",1,2,"A"
"944",13-01-18,"Real Madrid","Villarreal",0,1,"A"
"945",14-01-18,"Alaves","Sevilla",1,0,"H"
"946",14-01-18,"Espanol","Ath Bilbao",1,1,"D"
"947",14-01-18,"Levante","Celta",0,1,"A"
"948",14-01-18,"Sociedad","Barcelona",2,4,"A"
"949",15-01-18,"Betis","Leganes",3,2,"H"
"950",19-01-18,"Getafe","Ath Bilbao",2,2,"D"
"951",20-01-18,"Ath Madrid","Girona",1,1,"D"
"952",20-01-18,"Espanol","Sevilla",0,3,"A"
"953",20-01-18,"Las Palmas","Valencia",2,1,"H"
"954",20-01-18,"Villarreal","Levante",2,1,"H"
"955",21-01-18,"Alaves","Leganes",2,2,"D"
"956",21-01-18,"Betis","Barcelona",0,5,"A"
"957",21-01-18,"Real Madrid","La Coruna",7,1,"H"
"958",21-01-18,"Sociedad","Celta",1,2,"A"
"959",22-01-18,"Eibar","Malaga",1,1,"D"
"960",26-01-18,"Ath Bilbao","Eibar",1,1,"D"
"961",27-01-18,"La Coruna","Levante",2,2,"D"
"962",27-01-18,"Malaga","Girona",0,0,"D"
"963",27-01-18,"Valencia","Real Madrid",1,4,"A"
"964",27-01-18,"Villarreal","Sociedad",4,2,"H"
"965",28-01-18,"Ath Madrid","Las Palmas",3,0,"H"
"966",28-01-18,"Barcelona","Alaves",2,1,"H"
"967",28-01-18,"Leganes","Espanol",3,2,"H"
"968",28-01-18,"Sevilla","Getafe",1,1,"D"
"969",29-01-18,"Celta","Betis",3,2,"H"
"970",2-02-18,"Sociedad","La Coruna",5,0,"H"
"971",3-02-18,"Alaves","Celta",2,1,"H"
"972",3-02-18,"Betis","Villarreal",2,1,"H"
"973",3-02-18,"Eibar","Sevilla",5,1,"H"
"974",3-02-18,"Levante","Real Madrid",2,2,"D"
"975",4-02-18,"Ath Madrid","Valencia",1,0,"H"
"976",4-02-18,"Espanol","Barcelona",1,1,"D"
"977",4-02-18,"Getafe","Leganes",0,0,"D"
"978",4-02-18,"Girona","Ath Bilbao",2,0,"H"
"979",5-02-18,"Las Palmas","Malaga",1,0,"H"
"980",9-02-18,"Ath Bilbao","Las Palmas",0,0,"D"
"981",10-02-18,"Leganes","Eibar",0,1,"A"
"982",10-02-18,"Malaga","Ath Madrid",0,1,"A"
"983",10-02-18,"Real Madrid","Sociedad",5,2,"H"
"984",10-02-18,"Villarreal","Alaves",1,2,"A"
"985",11-02-18,"Barcelona","Getafe",0,0,"D"
"986",11-02-18,"Celta","Espanol",2,2,"D"
"987",11-02-18,"Sevilla","Girona",1,0,"H"
"988",11-02-18,"Valencia","Levante",3,1,"H"
"989",12-02-18,"La Coruna","Betis",0,1,"A"
"990",16-02-18,"Girona","Leganes",3,0,"H"
"991",17-02-18,"Alaves","La Coruna",1,0,"H"
"992",17-02-18,"Eibar","Barcelona",0,2,"A"
"993",17-02-18,"Las Palmas","Sevilla",1,2,"A"
"994",17-02-18,"Malaga","Valencia",1,2,"A"
"995",18-02-18,"Ath Madrid","Ath Bilbao",2,0,"H"
"996",18-02-18,"Betis","Real Madrid",3,5,"A"
"997",18-02-18,"Espanol","Villarreal",1,1,"D"
"998",18-02-18,"Sociedad","Levante",3,0,"H"
"999",19-02-18,"Getafe","Celta",3,0,"H"
"1000",21-02-18,"Leganes","Real Madrid",1,3,"A"
"1001",23-02-18,"La Coruna","Espanol",0,0,"D"
"1002",24-02-18,"Barcelona","Girona",6,1,"H"
"1003",24-02-18,"Celta","Eibar",2,0,"H"
"1004",24-02-18,"Leganes","Las Palmas",0,0,"D"
"1005",24-02-18,"Real Madrid","Alaves",4,0,"H"
"1006",25-02-18,"Ath Bilbao","Malaga",2,1,"H"
"1007",25-02-18,"Sevilla","Ath Madrid",2,5,"A"
"1008",25-02-18,"Valencia","Sociedad",2,1,"H"
"1009",25-02-18,"Villarreal","Getafe",1,0,"H"
"1010",26-02-18,"Levante","Betis",0,2,"A"
"1011",27-02-18,"Espanol","Real Madrid",1,0,"H"
"1012",27-02-18,"Girona","Celta",1,0,"H"
"1013",28-02-18,"Ath Bilbao","Valencia",1,1,"D"
"1014",28-02-18,"Ath Madrid","Leganes",4,0,"H"
"1015",28-02-18,"Eibar","Villarreal",1,0,"H"
"1016",28-02-18,"Getafe","La Coruna",3,0,"H"
"1017",28-02-18,"Malaga","Sevilla",0,1,"A"
"1018",1-03-18,"Alaves","Levante",1,0,"H"
"1019",1-03-18,"Betis","Sociedad",0,0,"D"
"1020",1-03-18,"Las Palmas","Barcelona",1,1,"D"
"1021",3-03-18,"La Coruna","Eibar",1,1,"D"
"1022",3-03-18,"Leganes","Malaga",2,0,"H"
"1023",3-03-18,"Real Madrid","Getafe",3,1,"H"
"1024",3-03-18,"Sevilla","Ath Bilbao",2,0,"H"
"1025",3-03-18,"Villarreal","Girona",0,2,"A"
"1026",4-03-18,"Barcelona","Ath Madrid",1,0,"H"
"1027",4-03-18,"Levante","Espanol",1,1,"D"
"1028",4-03-18,"Sociedad","Alaves",2,1,"H"
"1029",4-03-18,"Valencia","Betis",2,0,"H"
"1030",5-03-18,"Celta","Las Palmas",2,1,"H"
"1031",9-03-18,"Girona","La Coruna",2,0,"H"
"1032",10-03-18,"Eibar","Real Madrid",1,2,"A"
"1033",10-03-18,"Getafe","Levante",0,1,"A"
"1034",10-03-18,"Malaga","Barcelona",0,2,"A"
"1035",10-03-18,"Sevilla","Valencia",0,2,"A"
"1036",11-03-18,"Ath Bilbao","Leganes",2,0,"H"
"1037",11-03-18,"Ath Madrid","Celta",3,0,"H"
"1038",11-03-18,"Espanol","Sociedad",2,1,"H"
"1039",11-03-18,"Las Palmas","Villarreal",0,2,"A"
"1040",12-03-18,"Alaves","Betis",1,3,"A"
"1041",16-03-18,"Levante","Eibar",2,1,"H"
"1042",17-03-18,"Betis","Espanol",3,0,"H"
"1043",17-03-18,"La Coruna","Las Palmas",1,1,"D"
"1044",17-03-18,"Sociedad","Getafe",1,2,"A"
"1045",17-03-18,"Valencia","Alaves",3,1,"H"
"1046",18-03-18,"Barcelona","Ath Bilbao",2,0,"H"
"1047",18-03-18,"Celta","Malaga",0,0,"D"
"1048",18-03-18,"Leganes","Sevilla",2,1,"H"
"1049",18-03-18,"Real Madrid","Girona",6,3,"H"
"1050",18-03-18,"Villarreal","Ath Madrid",2,1,"H"
"1051",31-03-18,"Ath Bilbao","Celta",1,1,"D"
"1052",31-03-18,"Girona","Levante",1,1,"D"
"1053",31-03-18,"Las Palmas","Real Madrid",0,3,"A"
"1054",31-03-18,"Sevilla","Barcelona",2,2,"D"
"1055",1-04-18,"Ath Madrid","La Coruna",1,0,"H"
"1056",1-04-18,"Eibar","Sociedad",0,0,"D"
"1057",1-04-18,"Espanol","Alaves",0,0,"D"
"1058",1-04-18,"Leganes","Valencia",0,1,"A"
"1059",1-04-18,"Malaga","Villarreal",1,0,"H"
"1060",2-04-18,"Getafe","Betis",0,1,"A"
"1061",6-04-18,"La Coruna","Malaga",3,2,"H"
"1062",7-04-18,"Alaves","Getafe",2,0,"H"
"1063",7-04-18,"Barcelona","Leganes",3,1,"H"
"1064",7-04-18,"Betis","Eibar",2,0,"H"
"1065",7-04-18,"Celta","Sevilla",4,0,"H"
"1066",8-04-18,"Levante","Las Palmas",2,1,"H"
"1067",8-04-18,"Real Madrid","Ath Madrid",1,1,"D"
"1068",8-04-18,"Sociedad","Girona",5,0,"H"
"1069",8-04-18,"Valencia","Espanol",1,0,"H"
"1070",9-04-18,"Villarreal","Ath Bilbao",1,3,"A"
"1071",13-04-18,"Girona","Betis",0,1,"A"
"1072",14-04-18,"Ath Bilbao","La Coruna",2,3,"A"
"1073",14-04-18,"Barcelona","Valencia",2,1,"H"
"1074",14-04-18,"Las Palmas","Sociedad",0,1,"A"
"1075",14-04-18,"Leganes","Celta",1,0,"H"
"1076",14-04-18,"Sevilla","Villarreal",2,2,"D"
"1077",15-04-18,"Ath Madrid","Levante",3,0,"H"
"1078",15-04-18,"Eibar","Alaves",0,1,"A"
"1079",15-04-18,"Getafe","Espanol",1,0,"H"
"1080",15-04-18,"Malaga","Real Madrid",1,2,"A"
"1081",17-04-18,"Celta","Barcelona",2,2,"D"
"1082",17-04-18,"La Coruna","Sevilla",0,0,"D"
"1083",17-04-18,"Villarreal","Leganes",2,1,"H"
"1084",18-04-18,"Espanol","Eibar",0,1,"A"
"1085",18-04-18,"Real Madrid","Ath Bilbao",1,1,"D"
"1086",18-04-18,"Valencia","Getafe",1,2,"A"
"1087",19-04-18,"Alaves","Girona",1,2,"A"
"1088",19-04-18,"Betis","Las Palmas",1,0,"H"
"1089",19-04-18,"Levante","Malaga",1,0,"H"
"1090",19-04-18,"Sociedad","Ath Madrid",3,0,"H"
"1091",20-04-18,"Leganes","La Coruna",0,0,"D"
"1092",21-04-18,"Celta","Valencia",1,1,"D"
"1093",21-04-18,"Eibar","Getafe",0,1,"A"
"1094",22-04-18,"Ath Madrid","Betis",0,0,"D"
"1095",22-04-18,"Girona","Espanol",0,2,"A"
"1096",22-04-18,"Las Palmas","Alaves",0,4,"A"
"1097",22-04-18,"Malaga","Sociedad",2,0,"H"
"1098",23-04-18,"Ath Bilbao","Levante",1,3,"A"
"1099",27-04-18,"Levante","Sevilla",2,1,"H"
"1100",28-04-18,"Espanol","Las Palmas",1,1,"D"
"1101",28-04-18,"Real Madrid","Leganes",2,1,"H"
"1102",28-04-18,"Sociedad","Ath Bilbao",3,1,"H"
"1103",28-04-18,"Villarreal","Celta",4,1,"H"
"1104",29-04-18,"Alaves","Ath Madrid",0,1,"A"
"1105",29-04-18,"Getafe","Girona",1,1,"D"
"1106",29-04-18,"La Coruna","Barcelona",2,4,"A"
"1107",29-04-18,"Valencia","Eibar",0,0,"D"
"1108",30-04-18,"Betis","Malaga",2,1,"H"
"1109",4-05-18,"Sevilla","Sociedad",1,0,"H"
"1110",5-05-18,"Ath Bilbao","Betis",2,0,"H"
"1111",5-05-18,"Celta","La Coruna",1,1,"D"
"1112",5-05-18,"Girona","Eibar",1,4,"A"
"1113",5-05-18,"Villarreal","Valencia",1,0,"H"
"1114",6-05-18,"Ath Madrid","Espanol",0,2,"A"
"1115",6-05-18,"Barcelona","Real Madrid",2,2,"D"
"1116",6-05-18,"Las Palmas","Getafe",0,1,"A"
"1117",6-05-18,"Malaga","Alaves",0,3,"A"
"1118",7-05-18,"Leganes","Levante",0,3,"A"
"1119",9-05-18,"Barcelona","Villarreal",5,1,"H"
"1120",9-05-18,"Sevilla","Real Madrid",3,2,"H"
"1121",12-05-18,"Alaves","Ath Bilbao",3,1,"H"
"1122",12-05-18,"Betis","Sevilla",2,2,"D"
"1123",12-05-18,"Eibar","Las Palmas",1,0,"H"
"1124",12-05-18,"Getafe","Ath Madrid",0,1,"A"
"1125",12-05-18,"Girona","Valencia",0,1,"A"
"1126",12-05-18,"La Coruna","Villarreal",2,4,"A"
"1127",12-05-18,"Real Madrid","Celta",6,0,"H"
"1128",12-05-18,"Sociedad","Leganes",3,2,"H"
"1129",13-05-18,"Espanol","Malaga",4,1,"H"
"1130",13-05-18,"Levante","Barcelona",5,4,"H"
"1131",19-05-18,"Celta","Levante",4,2,"H"
"1132",19-05-18,"Las Palmas","Girona",1,2,"A"
"1133",19-05-18,"Leganes","Betis",3,2,"H"
"1134",19-05-18,"Malaga","Getafe",0,1,"A"
"1135",19-05-18,"Sevilla","Alaves",1,0,"H"
"1136",19-05-18,"Villarreal","Real Madrid",2,2,"D"
"1137",20-05-18,"Ath Bilbao","Espanol",0,1,"A"
"1138",20-05-18,"Ath Madrid","Eibar",2,2,"D"
"1139",20-05-18,"Barcelona","Sociedad",1,0,"H"
"1140",20-05-18,"Valencia","La Coruna",2,1,"H"
